ObjectID,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
437202,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,004,13MFF-0102,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.7685432890242,-122.408492892439,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,[37.7685433028161,-122.408492892429]
438420,Steve's Mobile Deli,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,004,13MFF-0104,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6010061.632,2107930.589,37.7685432890242,-122.408492892439,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0104&ExportPDF=1&Filename=13MFF-0104_schedule.pdf,,06/11/2013 01:06:30 PM,Apr 18 2013  9:15AM,1,03/15/2014 12:00:00 AM,[37.7685433028161,-122.408492892429]
428091,May Catering,Truck,10659000,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,3920001,3920,001,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010116.912,2107759.235,37.7680758859527,-122.408289595287,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.768075899745,-122.408289595277]
427628,Sunrise Catering,Truck,10664201,POTRERO AVE: 18TH ST to 19TH ST (600 - 698) -- WEST --,690 POTRERO AVE,4025003B,4025,003B,13MFF-0058,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010311.877,2105129.793,37.760866951347,-122.407429830891,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0058&ExportPDF=1&Filename=13MFF-0058_schedule.pdf,,04/12/2013 01:54:59 PM,Mar 13 2013  2:47PM,1,03/15/2014 12:00:00 AM,[37.7608669651463,-122.407429830881]
428059,May Catering,Truck,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,026,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010430.557,2102108.308,37.7525772700714,-122.406806417152,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7525772838787,-122.406806417142]
427948,Daniel's Catering,Truck,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,001,13MFF-0074,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,5999130.566,2113756.702,37.7839220701115,-122.446721633172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0074&ExportPDF=1&Filename=13MFF-0074_schedule.pdf,,03/15/2013 11:24:54 AM,Mar 15 2013 11:21AM,1,03/15/2014 12:00:00 AM,[37.7839220838884,-122.446721633162]
429442,Paul's Catering,Truck,10808000,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,4764 001,4764,001,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018280.048,2092193.457,37.7257891398124,-122.378972719624,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7257891536457,-122.378972719614]
427733,Singh Brothers Ice Cream,Truck,10810000,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,4763042,4763,042,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017387.966,2092923.508,37.7277444907011,-122.382107375242,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7277445045325,-122.382107375232]
378904,Bob's Too Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),170 QUINT ST,5212027,5212,027,12MFF-0103,EXPIRED,Cold Truck: sandwiches: snacks: pastries: candy: cold drinks: and hot drinks,6015416.533,2099593.844,37.7459507991518,-122.389388326168,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0103&ExportPDF=1&Filename=12MFF-0103_schedule.pdf,,06/25/2012 12:47:30 PM,Jun 25 2012 12:41PM,1,03/15/2013 12:00:00 AM,[37.7459508129655,-122.389388326158]
437218,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,001,13MFF-0102,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.7464705066471,-122.388990808654,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,[37.7464705204604,-122.388990808645]
445251,Tacos El Primo,Truck,10829000,QUINT ST: DAVIDSON AVE to EVANS AVE (300 - 399),1700 EVANS AVE,5227001,5227,001,13MFF-0105,APPROVED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6014950.929,2099216.653,37.744889286143,-122.390971976935,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0105&ExportPDF=1&Filename=13MFF-0105_schedule.pdf,,05/06/2013 10:53:52 AM,May  6 2013 10:50AM,1,03/15/2014 12:00:00 AM,[37.7448892999578,-122.390971976926]
427920,Park's Catering,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5215016,5215,016,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014805.514,2099795.201,37.7464697881148,-122.391515238772,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7464698019281,-122.391515238762]
427605,John's Catering #5,Truck,10955000,REDWOOD ST: POLK ST to VAN NESS AVE (100 - 199),180 REDWOOD ST,0766013,0766,013,13MFF-0057,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6006844.538,2112471.764,37.7808315769119,-122.419942864682,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0057&ExportPDF=1&Filename=13MFF-0057_schedule.pdf,,03/13/2013 02:46:23 PM,Mar 13 2013  2:15PM,1,03/15/2014 12:00:00 AM,[37.7808315906918,-122.419942864672]
429421,Paul's Catering,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,4786077,4786,077,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017482.212,2092501.331,37.7265904795194,-122.381752211406,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7265904933519,-122.381752211396]
429440,Paul's Catering,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1160 REVERE AVE,4763050,4763,050,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017468.62,2092735.972,37.7272340074959,-122.38181551187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7272340213278,-122.38181551186]
429441,Paul's Catering,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1135 REVERE AVE,4786051,4786,051,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017542.344,2092456.505,37.726470716246,-122.381541219158,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7264707300786,-122.381541219148]
425818,Bob Johnson,Truck,10979000,REVERE AVE: 03RD ST \ BAY VIEW ST to BRIDGEVIEW DR \ NEWHALL ST (1700 - 1799),1709 REVERE AVE,5343033,5343,033,13MFF-0020,APPROVED,Watermelon,6014544.72,2094734.467,37.7325595789318,-122.392063194969,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0020&ExportPDF=1&Filename=13MFF-0020_schedule.pdf,,03/14/2013 11:47:57 AM,Mar  4 2013 10:04AM,1,03/15/2014 12:00:00 AM,[37.7325595927586,-122.392063194959]
342083,Mama Cass,Truck,10995000,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),350 RHODE ISLAND ST,3957001,3957,001,11MFF-0189,INACTIVE,Vietnamese Sliders: Fried Rice: Vietnamese Ribs and Rice: Gooey Butter Cake: Vietnamese Pudding & Iced Coffee.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0189&ExportPDF=1&Filename=11MFF-0189_schedule.pdf,,,Nov 29 2011  4:52PM,0,03/15/2013 12:00:00 AM,
438409,Steve's Mobile Deli,Truck,11089000,RIZAL ST: TANDANG SORA to LAPU-LAPU ST (11 - 51),50 RIZAL ST,3751169,3751,169,13MFF-0104,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012738.056,2112794.897,37.7820490943809,-122.399576873623,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0104&ExportPDF=1&Filename=13MFF-0104_schedule.pdf,,06/11/2013 01:06:30 PM,Apr 18 2013  9:15AM,1,03/15/2014 12:00:00 AM,[37.7820491081597,-122.399576873613]
427618,Sunrise Catering,Truck,11186000,RUSS ST: HOWARD ST to FOLSOM ST (100 - 199),150 RUSS ST,3731082,3731,082,13MFF-0058,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010358.298,2111396.153,37.7780755347517,-122.407711134267,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0058&ExportPDF=1&Filename=13MFF-0058_schedule.pdf,,04/12/2013 01:54:59 PM,Mar 13 2013  2:47PM,1,03/15/2014 12:00:00 AM,[37.7780755485344,-122.407711134257]
427557,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,11222000,SACRAMENTO ST: FRONT ST to BATTERY ST (300 - 399),1 THE EMBARCADERO,0230028,0230,028,13MFF-0054,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012811.658,2117380.371,37.7946438346195,-122.399644298529,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0054&ExportPDF=1&Filename=13MFF-0054_schedule.pdf,,05/02/2013 11:25:24 AM,Mar 13 2013 11:46AM,1,03/15/2014 12:00:00 AM,[37.7946438483861,-122.399644298519]
427959,Bach Catering,Truck,11372000,SAN BRUNO AVE: HALE ST to SILVER AVE (2362 - 2399),2380 SAN BRUNO AVE,5881002,5881,002,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6010557.213,2094814.259,37.7325564744198,-122.40585465611,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,[37.7325564882465,-122.405854656101]
360572,"Santana ESG, Inc.",Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,0289003,0289,003,12MFF-0071,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,6012406.465,2115874.016,37.790485146128,-122.40094044069,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0071&ExportPDF=1&Filename=12MFF-0071_schedule.pdf,,09/28/2012 02:27:26 PM,Mar 14 2012  2:52PM,1,03/15/2013 12:00:00 AM,[37.7904851598986,-122.40094044068]
425371,Tacos Rodriguez,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,0289003,0289,003,13MFF-0017,APPROVED,Tacos: burritos: quesadillas: soda & water,6012406.465,2115874.016,37.790485146128,-122.40094044069,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0017&ExportPDF=1&Filename=13MFF-0017_schedule.pdf,,02/27/2013 03:40:44 PM,Feb 27 2013  3:31PM,1,03/15/2014 12:00:00 AM,[37.7904851598986,-122.40094044068]
427625,Sunrise Catering,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,0289003,0289,003,13MFF-0058,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6012406.465,2115874.016,37.790485146128,-122.40094044069,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0058&ExportPDF=1&Filename=13MFF-0058_schedule.pdf,,04/12/2013 01:54:59 PM,Mar 13 2013  2:47PM,1,03/15/2014 12:00:00 AM,[37.7904851598986,-122.40094044068]
427804,"Viet Duong Co., Ltd.",Push Cart,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,0290011,0290,011,13MFF-0061,APPROVED,Vietnamese Sandwiches: Spring Rolls: Bottled Water & Can Soda,6012652.373,2116027.943,37.7909215072692,-122.400100423738,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0061&ExportPDF=1&Filename=13MFF-0061_schedule.pdf,,03/14/2013 01:34:21 PM,Mar 14 2013  1:26PM,0,03/15/2014 12:00:00 AM,[37.7909215210394,-122.400100423729]
427858,"Cupkates Bakery, LLC",Truck,11543000,SANSOME ST: BUSH ST to PINE ST (100 - 199),115 SANSOME ST,0268002,0268,002,13MFF-0068,REQUESTED,Cupcakes,6012385.284,2116217.3,37.7914265413321,-122.401037856688,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0068&ExportPDF=1&Filename=13MFF-0068_schedule.pdf,,,Mar 14 2013  3:34PM,0,03/15/2013 12:00:00 AM,[37.7914265551019,-122.401037856678]
361783,JapaCurry,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,0260004,0260,004,12MFF-0076,EXPIRED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6012325.432,2116569.355,37.7923898619832,-122.401269695236,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0076&ExportPDF=1&Filename=12MFF-0076_schedule.pdf,,03/15/2012 05:04:06 PM,Mar 15 2012  4:02PM,1,03/15/2013 12:00:00 AM,[37.792389875752,-122.401269695226]
427796,Cheese Gone Wild,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),233 SANSOME ST,0260002,0260,002,13MFF-0060,APPROVED,Grilled Cheese Sandwiches,6012313.995,2116649.543,37.792609401119,-122.401314905451,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0060&ExportPDF=1&Filename=13MFF-0060_schedule.pdf,,06/06/2013 05:05:20 PM,Mar 14 2013 12:50PM,0,03/15/2014 12:00:00 AM,[37.7926094148876,-122.401314905442]
428494,"Casey's Pizza, LLC",Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),231 SANSOME ST,0260002,0260,002,13MFF-0085,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6012313.995,2116649.543,37.792609401119,-122.401314905451,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0085&ExportPDF=1&Filename=13MFF-0085_schedule.pdf,,03/18/2013 03:26:46 PM,Mar 18 2013  3:20PM,0,03/15/2014 12:00:00 AM,[37.7926094148876,-122.401314905442]
429217,Celtic Catering,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,0260004,0260,004,13MFF-0093,APPROVED,Eritrean & Irish Fusion Burgers: Irish Stew: Eritrean Stew:  Shepard's Pie: Beverages,6012325.432,2116569.355,37.7923898619832,-122.401269695236,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0093&ExportPDF=1&Filename=13MFF-0093_schedule.pdf,,03/22/2013 04:11:27 PM,Mar 22 2013  2:25PM,0,03/15/2014 12:00:00 AM,[37.792389875752,-122.401269695226]
426235,"The Sandwich Stand, LLC.",Push Cart,24685000,SANSOME ST: CALIFORNIA ST intersection,351 CALIFORNIA ST,0261010A,0261,010A,13MFF-0031,APPROVED,Vietnamese sandwiches: spring rolls: bottle water: & can soda.,6012479.849,2116741.356,37.7928707497415,-122.400747494077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0031&ExportPDF=1&Filename=13MFF-0031_schedule.pdf,,05/14/2013 02:24:58 PM,Mar  7 2013 11:13AM,0,03/15/2014 12:00:00 AM,[37.7928707635098,-122.400747494067]
427969,Bach Catering,Truck,11546000,SANSOME ST: HALLECK ST to SACRAMENTO ST (334 - 399),350 SANSOME ST,0238006,0238,006,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6012413.269,2117074.903,37.7937828768391,-122.401001311993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,[37.7937828906065,-122.401001311983]
320613,Ninja Food Products,Truck,11548000,SANSOME ST: COMMERCIAL ST to CLAY ST (450 - 499),450 SANSOME ST,0229018,0229,018,11MFF-0075,REQUESTED,chicken: beef: vegetables skewers,6012378.274,2117389.078,37.7946435744193,-122.401144485281,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0075&ExportPDF=1&Filename=11MFF-0075_schedule.pdf,,,Apr 15 2011  4:40PM,0,,[37.7946435881859,-122.401144485271]
427989,D & T Catering,Truck,11708000,SCOTT ST: PACIFIC AVE to BROADWAY (2500 - 2599),2521 SCOTT ST,0961002,0961,002,13MFF-0077,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6001109.104,2117139.255,37.7933225090531,-122.440119274406,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0077&ExportPDF=1&Filename=13MFF-0077_schedule.pdf,,03/15/2013 12:49:35 PM,Mar 15 2013 12:46PM,1,03/15/2014 12:00:00 AM,[37.793322522821,-122.440119274395]
427982,D & T Catering,Truck,11710000,SCOTT ST: VALLEJO ST to GREEN ST (2700 - 2799),2750 SCOTT ST,0560034,0560,034,13MFF-0077,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6001195.464,2117845.213,37.7952658012847,-122.439871103213,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0077&ExportPDF=1&Filename=13MFF-0077_schedule.pdf,,03/15/2013 12:49:35 PM,Mar 15 2013 12:46PM,1,03/15/2014 12:00:00 AM,[37.7952658150507,-122.439871103203]
427898,Quan Catering,Truck,11741000,SELBY ST: HUDSON AVE to INNES AVE (500 - 599),500 SELBY ST,5264049,5264,049,13MFF-0071,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013218.357,2099109.295,37.7444982132112,-122.396955405842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0071&ExportPDF=1&Filename=13MFF-0071_schedule.pdf,,03/29/2013 09:33:44 AM,Mar 15 2013 10:16AM,1,03/15/2014 12:00:00 AM,[37.7444982270263,-122.396955405832]
